               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,             0.03928,            0.044037,            0.017543,             0.57668,              0.2799,             0.16455,             0.10275,            0.037051,            0.040832,            0.022233,            0.005347,            0.005347,            0.005347
                  49,            0.038888,            0.042057,            0.016888,             0.58789,             0.29063,              0.1759,             0.10842,            0.036941,            0.039684,            0.022305,            0.005248,            0.005248,            0.005248
                  50,            0.037917,            0.040869,            0.016635,             0.57815,             0.30147,             0.17459,             0.10346,            0.036234,            0.038881,             0.02088,            0.005149,            0.005149,            0.005149
                  51,            0.038876,            0.041732,            0.016718,             0.58255,             0.28871,             0.15669,            0.098401,            0.036073,            0.040321,            0.021574,             0.00505,             0.00505,             0.00505
                  52,            0.037973,            0.042049,            0.016368,             0.58758,             0.29249,             0.17252,             0.10819,            0.036247,              0.0394,            0.021459,            0.004951,            0.004951,            0.004951
                  53,            0.038491,            0.042978,            0.016617,             0.58452,             0.27172,              0.1622,             0.10322,            0.036548,            0.043058,            0.021319,            0.004852,            0.004852,            0.004852
                  54,            0.038504,             0.04379,            0.015287,             0.60455,             0.26361,             0.17328,             0.11081,               0.036,            0.041798,            0.021095,            0.004753,            0.004753,            0.004753
                  55,            0.037678,            0.043523,            0.015752,             0.60519,              0.2721,             0.17979,             0.11732,            0.035644,            0.043801,            0.021244,            0.004654,            0.004654,            0.004654
                  56,            0.038686,            0.042885,            0.015688,             0.59395,             0.27879,             0.17669,             0.11423,            0.035816,            0.042902,            0.020815,            0.004555,            0.004555,            0.004555
                  57,            0.037597,            0.042001,            0.015364,             0.61033,             0.29473,               0.182,             0.11715,            0.036164,            0.042087,            0.020475,            0.004456,            0.004456,            0.004456
                  58,            0.037532,            0.040086,            0.014743,              0.5876,             0.30449,             0.17524,             0.11234,            0.035849,            0.043268,            0.020528,            0.004357,            0.004357,            0.004357
                  59,            0.036819,            0.041222,            0.014597,             0.60516,             0.29371,             0.18694,             0.11632,            0.035292,            0.041875,            0.019947,            0.004258,            0.004258,            0.004258
                  60,            0.037186,            0.041577,            0.014747,              0.5991,             0.30277,             0.18463,             0.12001,            0.035238,            0.041771,            0.019737,            0.004159,            0.004159,            0.004159
                  61,            0.037118,            0.042301,            0.014314,             0.61216,             0.30167,             0.19549,             0.12607,            0.035365,            0.039275,            0.020143,             0.00406,             0.00406,             0.00406
                  62,            0.035773,            0.041393,            0.014162,             0.60909,             0.29119,              0.1903,              0.1244,            0.035458,            0.042929,            0.019932,            0.003961,            0.003961,            0.003961
                  63,            0.036276,            0.040699,            0.013704,             0.59833,              0.3034,             0.19211,             0.12154,            0.034378,            0.040709,            0.019959,            0.003862,            0.003862,            0.003862
                  64,            0.035826,            0.042581,            0.012992,             0.60828,             0.28226,             0.19236,             0.12551,            0.034933,            0.042515,            0.019603,            0.003763,            0.003763,            0.003763
                  65,            0.035592,            0.038999,            0.013283,             0.59214,               0.339,             0.19399,             0.12775,            0.034883,            0.042718,            0.019145,            0.003664,            0.003664,            0.003664
                  66,            0.036665,            0.042129,            0.013802,             0.58742,              0.3325,             0.19132,             0.12401,            0.034915,            0.042136,            0.019243,            0.003565,            0.003565,            0.003565
                  67,             0.03604,            0.040566,            0.012741,             0.58306,             0.34872,             0.19615,             0.13145,            0.034539,            0.043107,            0.018737,            0.003466,            0.003466,            0.003466
                  68,            0.035604,            0.040372,            0.013654,             0.57944,             0.36121,             0.19993,             0.13061,            0.034313,            0.041968,            0.019085,            0.003367,            0.003367,            0.003367
                  69,            0.035527,            0.041561,            0.012553,             0.58752,             0.34363,             0.19087,             0.12796,            0.034188,            0.042553,            0.018208,            0.003268,            0.003268,            0.003268
                  70,            0.034268,            0.040422,            0.011992,             0.58507,             0.34854,             0.19753,             0.12841,            0.034648,            0.042774,            0.018427,            0.003169,            0.003169,            0.003169
                  71,            0.034734,            0.040087,            0.012237,             0.59377,             0.35408,             0.19577,             0.13189,            0.033959,            0.041986,            0.018697,             0.00307,             0.00307,             0.00307
                  72,            0.035303,            0.041795,            0.013379,             0.60513,             0.33772,             0.19683,             0.13244,            0.034278,             0.04431,             0.01918,            0.002971,            0.002971,            0.002971
                  73,            0.034529,            0.039554,            0.011921,             0.60773,             0.33616,             0.19535,             0.13471,            0.034202,            0.042915,            0.018903,            0.002872,            0.002872,            0.002872
                  74,            0.034925,            0.041123,             0.01206,             0.60279,             0.33126,             0.19998,             0.13697,            0.033788,            0.043865,            0.018593,            0.002773,            0.002773,            0.002773
                  75,            0.034191,            0.042791,            0.011492,             0.60569,             0.34596,             0.20549,             0.13725,            0.033932,            0.044654,            0.018443,            0.002674,            0.002674,            0.002674
                  76,            0.034282,            0.039834,            0.012658,             0.60795,             0.33506,             0.20684,             0.13844,            0.033813,            0.043357,            0.018195,            0.002575,            0.002575,            0.002575
                  77,             0.03319,            0.038258,             0.01083,             0.53491,             0.32748,             0.20248,             0.13759,            0.033776,            0.044784,            0.018651,            0.002476,            0.002476,            0.002476
                  78,            0.033114,            0.039453,            0.010314,             0.61091,              0.3372,             0.21083,              0.1437,            0.033541,            0.043624,            0.018801,            0.002377,            0.002377,            0.002377
                  79,            0.033609,            0.038447,            0.010904,             0.60308,              0.3427,             0.20583,             0.14053,            0.033986,            0.043748,            0.018778,            0.002278,            0.002278,            0.002278
                  80,            0.033514,            0.039278,            0.010865,             0.60861,             0.33402,             0.21135,             0.14382,            0.033903,            0.044645,            0.019057,            0.002179,            0.002179,            0.002179
                  81,            0.033554,            0.039549,            0.010552,             0.61373,             0.34051,             0.21215,             0.14911,            0.033586,            0.045772,            0.018665,             0.00208,             0.00208,             0.00208
                  82,            0.032874,            0.039186,            0.010377,              0.6093,             0.32562,             0.21272,             0.15109,            0.033632,            0.045172,             0.01825,            0.001981,            0.001981,            0.001981
                  83,            0.033324,            0.040922,           0.0099673,             0.51377,             0.33464,             0.20942,             0.14269,            0.033369,            0.045353,            0.018386,            0.001882,            0.001882,            0.001882
                  84,            0.032754,             0.03906,            0.010558,             0.49942,             0.36283,             0.21463,             0.14873,            0.033071,            0.045283,              0.0177,            0.001783,            0.001783,            0.001783
                  85,            0.032433,            0.036733,            0.010376,              0.5442,             0.36649,             0.22285,              0.1551,            0.033022,            0.044779,            0.018187,            0.001684,            0.001684,            0.001684
                  86,            0.032343,            0.039912,           0.0098116,             0.53032,             0.33261,             0.21742,             0.15301,            0.032909,            0.045337,            0.017988,            0.001585,            0.001585,            0.001585
                  87,            0.031776,            0.037164,           0.0096355,             0.52853,             0.32702,             0.21537,             0.15085,            0.033002,             0.04553,            0.017864,            0.001486,            0.001486,            0.001486
                  88,            0.031704,            0.038974,           0.0097276,             0.51941,              0.3566,             0.22092,             0.15493,             0.03277,            0.045493,            0.017892,            0.001387,            0.001387,            0.001387
                  89,            0.032811,            0.038685,           0.0097468,             0.50816,             0.34991,             0.21641,             0.15106,            0.032575,            0.046131,            0.017756,            0.001288,            0.001288,            0.001288
                  90,            0.032334,            0.038526,            0.010251,             0.53014,             0.36017,             0.21942,             0.15367,            0.032622,            0.045951,            0.017668,            0.001189,            0.001189,            0.001189
                  91,            0.032161,            0.038931,           0.0097032,              0.5497,             0.35568,             0.22216,             0.15623,            0.032594,            0.046517,            0.017774,             0.00109,             0.00109,             0.00109
                  92,            0.031574,            0.038574,           0.0095631,             0.53628,             0.35928,             0.22138,             0.15084,            0.032577,            0.046384,             0.01767,            0.000991,            0.000991,            0.000991
                  93,            0.031555,            0.037412,            0.009433,             0.53687,             0.32844,             0.22046,             0.15685,            0.032222,            0.045315,            0.017461,            0.000892,            0.000892,            0.000892
                  94,            0.031168,            0.038479,           0.0096145,             0.50336,             0.36864,             0.22068,             0.15857,            0.032368,            0.046945,            0.017465,            0.000793,            0.000793,            0.000793
                  95,            0.031458,            0.038016,           0.0090029,              0.5114,             0.37433,             0.21886,             0.15543,            0.032399,            0.046688,            0.017385,            0.000694,            0.000694,            0.000694
                  96,            0.031111,            0.037506,           0.0095297,             0.50864,             0.37537,             0.21616,             0.15209,            0.032585,            0.047526,            0.017562,            0.000595,            0.000595,            0.000595
                  97,            0.030355,            0.037208,           0.0089036,             0.51331,             0.36367,             0.21887,              0.1583,            0.032337,            0.047525,            0.017457,            0.000496,            0.000496,            0.000496
                  98,             0.03109,            0.035995,           0.0090314,             0.51465,             0.37088,             0.21834,             0.15608,            0.032208,            0.046922,            0.017488,            0.000397,            0.000397,            0.000397
                  99,             0.03134,            0.040273,           0.0087809,             0.51925,             0.33994,             0.22248,             0.15783,            0.032124,            0.047484,            0.017495,            0.000298,            0.000298,            0.000298
