               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.038657,            0.027038,             0.01129,             0.26142,             0.41267,             0.28587,              0.1946,            0.040397,            0.041026,            0.019519,           0.0077725,           0.0077725,           0.0077725
                  20,            0.037679,            0.026956,            0.010629,              0.2651,             0.41382,             0.29838,             0.20633,            0.039054,            0.036385,            0.018999,           0.0076488,           0.0076488,           0.0076488
                  21,            0.037564,            0.027845,            0.010128,             0.24348,             0.39269,             0.27248,               0.194,            0.040769,            0.041718,            0.021099,            0.007525,            0.007525,            0.007525
                  22,             0.03682,            0.027375,            0.010495,             0.27555,             0.40237,             0.28892,             0.20482,            0.039164,            0.039055,            0.019456,           0.0074013,           0.0074013,           0.0074013
                  23,            0.037278,            0.027654,            0.010029,             0.26815,             0.37016,             0.27847,             0.20541,            0.039404,            0.039732,            0.020907,           0.0072775,           0.0072775,           0.0072775
                  24,            0.036797,            0.027371,            0.009672,             0.23417,             0.43248,             0.28184,             0.20464,            0.039401,             0.03968,            0.018755,           0.0071538,           0.0071538,           0.0071538
                  25,            0.036559,            0.027109,           0.0098912,             0.27787,             0.41251,              0.2885,             0.20195,            0.038767,             0.04069,            0.019829,             0.00703,             0.00703,             0.00703
                  26,             0.03676,            0.027666,           0.0096311,             0.25087,             0.41604,              0.2862,             0.20967,            0.039428,            0.040737,             0.02014,           0.0069063,           0.0069063,           0.0069063
                  27,            0.036447,            0.028091,           0.0092136,             0.29061,             0.38013,             0.28408,             0.20483,               0.039,            0.037958,            0.020067,           0.0067825,           0.0067825,           0.0067825
                  28,            0.036057,            0.026762,           0.0087911,             0.25233,             0.39931,             0.28794,             0.21531,            0.039119,            0.040998,            0.019057,           0.0066587,           0.0066587,           0.0066587
                  29,             0.03503,            0.025399,           0.0087029,             0.25913,             0.41452,             0.28841,             0.21013,            0.039105,            0.039357,            0.020009,            0.006535,            0.006535,            0.006535
                  30,             0.03549,             0.02759,           0.0089253,              0.2661,             0.38728,             0.28645,             0.21568,            0.038867,            0.038364,            0.020221,           0.0064112,           0.0064112,           0.0064112
                  31,            0.035295,            0.026666,           0.0084846,             0.24701,             0.42934,             0.29251,             0.21581,            0.037736,            0.038478,            0.021004,           0.0062875,           0.0062875,           0.0062875
                  32,            0.035399,            0.026832,           0.0086577,             0.29708,             0.34594,             0.28655,             0.21304,            0.038479,            0.039231,            0.020394,           0.0061637,           0.0061637,           0.0061637
                  33,            0.035304,            0.026293,           0.0091437,             0.28937,             0.34952,             0.28931,             0.21171,            0.038597,            0.038846,            0.019856,             0.00604,             0.00604,             0.00604
                  34,            0.034797,            0.026686,           0.0087581,             0.27772,             0.36523,             0.29801,             0.22142,            0.038059,            0.038808,            0.019405,           0.0059163,           0.0059163,           0.0059163
                  35,            0.035808,            0.027366,           0.0088941,             0.31494,             0.31219,              0.2969,             0.22083,            0.037906,            0.040109,            0.020209,           0.0057925,           0.0057925,           0.0057925
                  36,            0.034403,            0.026478,           0.0081649,              0.2494,             0.39157,             0.28473,             0.21441,            0.038401,            0.041424,            0.021956,           0.0056688,           0.0056688,           0.0056688
                  37,            0.035343,             0.02728,           0.0085024,              0.2655,             0.38231,             0.28988,             0.21804,            0.037987,              0.0422,            0.020319,            0.005545,            0.005545,            0.005545
                  38,            0.034028,             0.02595,           0.0083682,             0.29723,             0.33695,             0.29313,             0.21935,            0.037656,             0.04074,            0.019149,           0.0054212,           0.0054212,           0.0054212
                  39,            0.034547,            0.026708,           0.0080041,             0.24299,              0.3987,             0.28906,             0.21944,             0.03726,            0.041772,            0.020191,           0.0052975,           0.0052975,           0.0052975
                  40,            0.033822,            0.025789,           0.0077071,             0.25285,             0.41814,             0.28522,             0.21758,            0.037777,            0.041961,            0.020245,           0.0051737,           0.0051737,           0.0051737
                  41,            0.033389,            0.026393,           0.0079277,             0.30306,             0.31897,             0.29659,             0.22733,            0.037995,            0.041115,            0.019707,             0.00505,             0.00505,             0.00505
                  42,              0.0342,            0.026234,           0.0077976,             0.25622,             0.43456,             0.30233,             0.22531,            0.036647,            0.038491,            0.019402,           0.0049263,           0.0049263,           0.0049263
                  43,            0.032942,            0.024848,           0.0074421,             0.29221,             0.36571,             0.29372,             0.22674,             0.03632,            0.038729,             0.02087,           0.0048025,           0.0048025,           0.0048025
                  44,            0.033107,            0.025589,           0.0073531,             0.25013,             0.43676,             0.29791,             0.22628,            0.037167,             0.03904,            0.018938,           0.0046788,           0.0046788,           0.0046788
                  45,            0.033055,            0.026586,            0.007133,             0.28421,             0.36612,             0.29655,             0.22674,            0.036435,             0.04065,            0.019827,            0.004555,            0.004555,            0.004555
                  46,            0.032145,            0.025833,           0.0068743,             0.25753,             0.39388,             0.28745,              0.2237,            0.036903,             0.04242,            0.021532,           0.0044313,           0.0044313,           0.0044313
                  47,            0.032952,            0.026151,           0.0073242,             0.24468,             0.41733,              0.2908,             0.22832,            0.036273,            0.039082,            0.020343,           0.0043075,           0.0043075,           0.0043075
                  48,            0.032673,            0.025255,           0.0073278,             0.26788,              0.3661,             0.29077,             0.22641,            0.036377,            0.041913,             0.01971,           0.0041837,           0.0041837,           0.0041837
                  49,            0.032122,             0.02552,           0.0068481,             0.26372,             0.38244,             0.29273,              0.2285,            0.036539,            0.039408,            0.018613,             0.00406,             0.00406,             0.00406
                  50,            0.031922,            0.025142,           0.0068327,             0.30205,             0.34177,             0.29823,             0.23064,            0.036573,            0.040723,            0.019114,           0.0039362,           0.0039362,           0.0039362
                  51,            0.031854,            0.024329,           0.0065824,             0.31728,             0.34176,             0.29538,             0.22965,            0.036341,            0.041387,            0.020866,           0.0038125,           0.0038125,           0.0038125
                  52,            0.031449,            0.025094,           0.0064941,             0.28969,             0.33893,             0.29245,             0.23122,            0.036491,            0.041687,            0.020593,           0.0036888,           0.0036888,           0.0036888
                  53,            0.031393,            0.024301,           0.0062654,             0.29244,             0.32118,             0.28524,             0.22513,            0.037279,            0.044337,            0.021483,            0.003565,            0.003565,            0.003565
                  54,            0.031713,            0.025015,           0.0064845,             0.28935,              0.3376,             0.28454,             0.22541,            0.036641,            0.045566,            0.021758,           0.0034413,           0.0034413,           0.0034413
                  55,            0.031089,             0.02531,           0.0061326,             0.29277,             0.34649,              0.2977,             0.23441,            0.036381,            0.042527,            0.020778,           0.0033175,           0.0033175,           0.0033175
                  56,            0.030184,             0.02395,           0.0058013,             0.26295,             0.38457,              0.2923,             0.22891,            0.036187,            0.042135,            0.020617,           0.0031938,           0.0031938,           0.0031938
                  57,            0.030468,            0.024987,           0.0059858,             0.28783,             0.35292,             0.28901,             0.22945,            0.035959,            0.042543,            0.019874,             0.00307,             0.00307,             0.00307
                  58,            0.029893,            0.024572,           0.0055301,              0.2985,             0.32674,             0.29482,             0.23158,            0.036292,            0.043036,            0.020495,           0.0029462,           0.0029462,           0.0029462
                  59,            0.029565,            0.023796,           0.0055429,              0.2544,             0.39522,             0.29439,             0.23364,            0.036404,             0.04447,            0.020597,           0.0028225,           0.0028225,           0.0028225
                  60,            0.029994,            0.023861,           0.0055997,             0.29688,             0.34498,             0.29923,             0.23626,             0.03721,            0.045631,            0.019784,           0.0026987,           0.0026987,           0.0026987
                  61,            0.029094,            0.023492,           0.0054445,             0.28812,             0.32931,             0.29306,             0.22986,            0.036325,            0.044266,            0.019455,            0.002575,            0.002575,            0.002575
                  62,            0.029609,            0.023801,           0.0053958,             0.28856,             0.35572,             0.29698,              0.2374,            0.036648,            0.046613,            0.020592,           0.0024513,           0.0024513,           0.0024513
                  63,            0.029732,            0.024334,           0.0054364,             0.27088,             0.39814,             0.29259,             0.23379,            0.035821,            0.044121,            0.020088,           0.0023275,           0.0023275,           0.0023275
                  64,            0.029046,            0.023388,            0.005256,             0.27098,             0.38452,             0.29279,             0.23593,             0.03633,            0.045642,            0.020293,           0.0022038,           0.0022038,           0.0022038
                  65,            0.028848,            0.023458,           0.0053557,             0.30066,             0.32918,              0.2917,             0.23444,            0.036291,            0.045698,            0.019587,             0.00208,             0.00208,             0.00208
                  66,            0.029183,             0.02386,           0.0051206,             0.24735,             0.41481,             0.28876,             0.23238,            0.036042,            0.045596,            0.021051,           0.0019563,           0.0019563,           0.0019563
                  67,            0.028802,            0.023847,           0.0052176,             0.29544,              0.3225,             0.29229,              0.2363,            0.036046,            0.046701,            0.020726,           0.0018325,           0.0018325,           0.0018325
                  68,            0.028653,            0.023727,           0.0049625,             0.31833,             0.33006,             0.29604,             0.23863,            0.036279,            0.045915,            0.020195,           0.0017087,           0.0017087,           0.0017087
                  69,            0.029041,            0.024363,           0.0051996,              0.2914,             0.31698,             0.29227,              0.2388,            0.036624,            0.048249,            0.020891,            0.001585,            0.001585,            0.001585
                  70,            0.028733,            0.024255,           0.0048367,             0.29573,             0.33435,             0.29312,             0.24126,            0.036002,            0.047088,             0.02106,           0.0014612,           0.0014612,           0.0014612
                  71,            0.028092,            0.023122,           0.0050522,             0.29501,             0.33222,             0.29769,             0.24284,            0.035881,             0.04513,            0.021267,           0.0013375,           0.0013375,           0.0013375
                  72,            0.027759,            0.023434,           0.0044729,              0.3072,             0.31706,             0.29956,             0.24425,            0.035621,            0.045841,            0.020537,           0.0012138,           0.0012138,           0.0012138
                  73,            0.028223,            0.022668,            0.004708,             0.31043,             0.31973,             0.29386,             0.24127,             0.03605,            0.047639,            0.021118,             0.00109,             0.00109,             0.00109
                  74,            0.027144,            0.022244,           0.0046429,             0.30181,             0.32931,             0.29751,             0.24602,            0.035716,            0.047012,            0.020753,          0.00096625,          0.00096625,          0.00096625
                  75,             0.02706,            0.023094,           0.0044327,             0.29885,             0.32535,             0.29366,             0.24281,            0.035962,            0.049064,            0.021795,           0.0008425,           0.0008425,           0.0008425
                  76,            0.027483,            0.022278,           0.0044677,             0.29774,             0.33858,             0.29825,              0.2453,            0.036383,            0.048428,            0.021274,          0.00071875,          0.00071875,          0.00071875
                  77,              0.0264,             0.02154,           0.0042296,             0.27469,             0.36165,              0.2945,             0.24362,            0.036317,            0.049225,            0.021123,            0.000595,            0.000595,            0.000595
                  78,            0.027135,            0.023292,           0.0047224,             0.31424,             0.32503,              0.2941,             0.24308,            0.035971,            0.048325,            0.020953,          0.00047125,          0.00047125,          0.00047125
                  79,            0.026705,            0.022216,           0.0043683,             0.29474,             0.32912,             0.29121,             0.24172,            0.036251,            0.049761,            0.021032,           0.0003475,           0.0003475,           0.0003475
