               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.036407,             0.05387,            0.015881,             0.46027,             0.43611,             0.32727,             0.21506,            0.048021,            0.090927,             0.03252,            0.001585,            0.001585,            0.001585
                  87,            0.037087,            0.054852,            0.015874,              0.4671,             0.40554,             0.32787,             0.21253,            0.047888,            0.090836,             0.03241,            0.001486,            0.001486,            0.001486
                  88,            0.036781,             0.06016,            0.015582,             0.49073,              0.4009,             0.32416,             0.20886,            0.048277,            0.091965,            0.032584,            0.001387,            0.001387,            0.001387
                  89,            0.035806,            0.053189,            0.015918,             0.50341,             0.37074,             0.33234,             0.21859,            0.048452,            0.090309,            0.032715,            0.001288,            0.001288,            0.001288
                  90,            0.035039,            0.052167,            0.015439,               0.496,              0.3958,             0.32592,             0.21026,            0.048174,             0.09153,            0.033026,            0.001189,            0.001189,            0.001189
                  91,            0.035633,             0.05551,            0.015134,             0.49595,             0.41635,             0.32332,             0.21018,            0.048307,            0.092087,            0.032721,             0.00109,             0.00109,             0.00109
                  92,            0.035042,             0.05676,            0.015567,             0.51251,             0.37729,             0.32675,             0.21816,            0.048193,            0.092888,            0.032822,            0.000991,            0.000991,            0.000991
                  93,            0.036153,            0.057182,            0.015333,             0.48543,             0.41008,             0.32841,              0.2168,            0.047856,             0.09082,            0.032657,            0.000892,            0.000892,            0.000892
                  94,            0.034854,            0.048046,            0.014936,             0.49204,             0.40352,             0.32821,             0.21738,            0.048158,            0.092178,            0.032367,            0.000793,            0.000793,            0.000793
                  95,            0.036096,            0.058474,            0.015022,             0.50466,             0.40395,               0.335,             0.22113,            0.047612,            0.091072,            0.032748,            0.000694,            0.000694,            0.000694
                  96,            0.034199,            0.053217,            0.014776,             0.52452,              0.4241,             0.34192,             0.22574,            0.047564,            0.090759,            0.032632,            0.000595,            0.000595,            0.000595
                  97,            0.034877,            0.057976,            0.014635,             0.51088,              0.4307,             0.33978,             0.22465,            0.047816,            0.091591,             0.03262,            0.000496,            0.000496,            0.000496
                  98,            0.034639,            0.052435,            0.014752,             0.52952,             0.38856,             0.33222,             0.21981,            0.047683,            0.092278,            0.033276,            0.000397,            0.000397,            0.000397
                  99,            0.036357,            0.058028,            0.014358,             0.50176,             0.40717,             0.33008,             0.22087,            0.047714,            0.092468,            0.033438,            0.000298,            0.000298,            0.000298
