               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.050316,            0.053551,            0.031444,             0.30572,             0.28482,             0.17084,            0.095943,            0.051616,            0.065802,            0.037525,            0.008416,            0.008416,            0.008416
                  18,            0.049398,            0.051854,            0.030584,             0.20929,             0.27768,             0.15817,            0.088557,              0.0511,            0.072952,            0.037375,            0.008317,            0.008317,            0.008317
                  19,            0.049891,            0.050107,            0.030654,             0.20293,              0.2852,             0.19569,             0.11744,            0.048948,            0.073061,            0.037844,            0.008218,            0.008218,            0.008218
                  20,            0.048702,            0.052065,            0.029066,             0.28138,               0.291,             0.19677,             0.10972,            0.048665,            0.067506,            0.036285,            0.008119,            0.008119,            0.008119
                  21,            0.048758,            0.049526,            0.028686,             0.23637,             0.32203,             0.20822,             0.12269,            0.050141,            0.066916,            0.034099,             0.00802,             0.00802,             0.00802
                  22,            0.048286,             0.05224,            0.027457,             0.22023,             0.30604,             0.19727,             0.11853,            0.049311,            0.078354,            0.035491,            0.007921,            0.007921,            0.007921
                  23,            0.049478,            0.053377,            0.027463,             0.27262,             0.33864,             0.21765,             0.13362,            0.048435,            0.073005,            0.032655,            0.007822,            0.007822,            0.007822
                  24,            0.048369,            0.050652,            0.026553,             0.23333,             0.40342,             0.24411,             0.14923,            0.049481,            0.073731,             0.03304,            0.007723,            0.007723,            0.007723
                  25,            0.048154,            0.050439,            0.026539,             0.27433,              0.3161,              0.2365,             0.15125,            0.049302,            0.075761,            0.033596,            0.007624,            0.007624,            0.007624
                  26,            0.048092,            0.048055,            0.025218,             0.30726,             0.34023,             0.25073,             0.15295,            0.048879,            0.076291,            0.032941,            0.007525,            0.007525,            0.007525
                  27,            0.047168,            0.053101,            0.025074,             0.34665,              0.2954,             0.23808,              0.1376,            0.050573,            0.084012,            0.039563,            0.007426,            0.007426,            0.007426
                  28,            0.047176,            0.050492,            0.024573,             0.30689,             0.31343,              0.2336,              0.1509,             0.04957,            0.079051,            0.034439,            0.007327,            0.007327,            0.007327
                  29,            0.045721,            0.049548,            0.023656,             0.26943,             0.40198,             0.26302,             0.14643,            0.048711,            0.076288,            0.031028,            0.007228,            0.007228,            0.007228
                  30,            0.046802,            0.050714,            0.023033,             0.41352,             0.31341,             0.27204,             0.17247,            0.047734,            0.075536,            0.033181,            0.007129,            0.007129,            0.007129
                  31,            0.045464,            0.049842,            0.021888,             0.33982,             0.33657,              0.2778,              0.1783,            0.049331,            0.081068,            0.033227,             0.00703,             0.00703,             0.00703
                  32,            0.045692,            0.049208,            0.022731,             0.32316,             0.33757,             0.28883,             0.18249,            0.050104,            0.079099,            0.033791,            0.006931,            0.006931,            0.006931
                  33,            0.045029,            0.047052,            0.022282,             0.28607,             0.38929,             0.29443,             0.19585,            0.050423,            0.082248,            0.034056,            0.006832,            0.006832,            0.006832
                  34,            0.045541,            0.047933,            0.020978,             0.33246,             0.38149,             0.31541,              0.2036,            0.050881,            0.084662,              0.0372,            0.006733,            0.006733,            0.006733
                  35,            0.045863,            0.050102,            0.021455,             0.35632,             0.35142,             0.30652,             0.21029,             0.04885,             0.08009,            0.030401,            0.006634,            0.006634,            0.006634
                  36,            0.044206,            0.049099,            0.020378,             0.33785,             0.38843,             0.32358,             0.20698,            0.048036,            0.079053,            0.031413,            0.006535,            0.006535,            0.006535
                  37,            0.044127,            0.050235,            0.019702,             0.30822,             0.41058,             0.31815,             0.20911,            0.048122,            0.077422,            0.031401,            0.006436,            0.006436,            0.006436
                  38,             0.04473,            0.048256,            0.019735,              0.3444,             0.39484,             0.33202,             0.22775,            0.048807,            0.076844,             0.03043,            0.006337,            0.006337,            0.006337
                  39,              0.0439,             0.05041,            0.018962,             0.37982,             0.38936,             0.31171,             0.20249,            0.049539,            0.078525,            0.031578,            0.006238,            0.006238,            0.006238
                  40,            0.043557,            0.047246,            0.018731,             0.40005,              0.3812,              0.3376,             0.23341,            0.047258,            0.076974,            0.028965,            0.006139,            0.006139,            0.006139
                  41,            0.042699,            0.046614,            0.017851,             0.33895,             0.41434,             0.29959,             0.19202,            0.049644,            0.084635,             0.03467,             0.00604,             0.00604,             0.00604
                  42,            0.042916,            0.047742,            0.019061,             0.39612,             0.38476,             0.34139,             0.21997,            0.049863,            0.081332,            0.031186,            0.005941,            0.005941,            0.005941
                  43,            0.042761,            0.048446,            0.018241,              0.3516,             0.43962,              0.3412,             0.22353,            0.049173,            0.088549,            0.033735,            0.005842,            0.005842,            0.005842
                  44,             0.04249,            0.047865,            0.017321,             0.35855,             0.43227,             0.32627,             0.21255,            0.046937,            0.079549,            0.031451,            0.005743,            0.005743,            0.005743
                  45,            0.042372,            0.047165,            0.016792,             0.32903,             0.45011,             0.33706,             0.21432,            0.049159,            0.081868,            0.029411,            0.005644,            0.005644,            0.005644
                  46,            0.042562,             0.04497,            0.016112,             0.33115,             0.42615,             0.33221,             0.21946,            0.049902,            0.090948,            0.034129,            0.005545,            0.005545,            0.005545
                  47,            0.041946,            0.047264,             0.01591,             0.37175,             0.43442,             0.36429,             0.24196,            0.049024,            0.080716,            0.030135,            0.005446,            0.005446,            0.005446
                  48,            0.040843,            0.045167,            0.015455,             0.38639,             0.42822,             0.36221,             0.24274,            0.048341,            0.084576,            0.029986,            0.005347,            0.005347,            0.005347
                  49,            0.041865,            0.046464,            0.015331,             0.36376,             0.41151,             0.34109,             0.23498,            0.047968,            0.087543,            0.030955,            0.005248,            0.005248,            0.005248
                  50,             0.04178,            0.044382,            0.015605,             0.34739,              0.4193,             0.34179,             0.23196,            0.048337,            0.083675,            0.033766,            0.005149,            0.005149,            0.005149
                  51,            0.041102,            0.045758,            0.015457,             0.34683,              0.4252,             0.35738,             0.24244,            0.048446,            0.090812,            0.033314,             0.00505,             0.00505,             0.00505
                  52,            0.041077,            0.046721,            0.014751,             0.38336,             0.41602,             0.34667,             0.24218,             0.04713,            0.087408,            0.030795,            0.004951,            0.004951,            0.004951
                  53,            0.040253,            0.046887,             0.01434,             0.38353,             0.42103,             0.35701,             0.25041,            0.046781,            0.086573,             0.03179,            0.004852,            0.004852,            0.004852
                  54,            0.040296,            0.045265,            0.014089,              0.3552,             0.40657,             0.34805,             0.24074,            0.048842,            0.093533,            0.033453,            0.004753,            0.004753,            0.004753
                  55,            0.040418,            0.045329,            0.013755,              0.3963,             0.39763,             0.35818,             0.24107,            0.050122,            0.088062,            0.035011,            0.004654,            0.004654,            0.004654
                  56,             0.03941,            0.044249,            0.012817,              0.3868,             0.42849,             0.35356,             0.23086,            0.050179,            0.093359,             0.03518,            0.004555,            0.004555,            0.004555
                  57,            0.040097,            0.045047,            0.013643,              0.4308,             0.39676,             0.37026,             0.24452,            0.048574,            0.084787,            0.031881,            0.004456,            0.004456,            0.004456
                  58,            0.039643,            0.046735,            0.013342,             0.38271,             0.43178,             0.35766,             0.24956,            0.048595,            0.093501,            0.033762,            0.004357,            0.004357,            0.004357
                  59,            0.039875,            0.043833,             0.01347,             0.35976,             0.43021,              0.3646,             0.24755,            0.048648,            0.093562,            0.034138,            0.004258,            0.004258,            0.004258
                  60,            0.038491,            0.041436,            0.012823,             0.37094,             0.44996,             0.35792,              0.2543,            0.049788,             0.08968,             0.03191,            0.004159,            0.004159,            0.004159
                  61,            0.039308,            0.046695,            0.013203,             0.35182,             0.46601,             0.36332,             0.25292,            0.047632,            0.086426,             0.03381,             0.00406,             0.00406,             0.00406
                  62,            0.039571,            0.047085,            0.013438,             0.41389,               0.374,              0.3512,             0.23722,             0.04827,            0.086108,            0.031381,            0.003961,            0.003961,            0.003961
                  63,            0.037742,            0.042328,            0.012583,             0.36525,             0.44253,             0.35437,             0.25568,            0.048427,              0.1017,            0.036904,            0.003862,            0.003862,            0.003862
                  64,            0.038081,            0.043041,            0.012053,             0.37535,             0.41818,             0.35333,             0.24711,            0.049502,            0.097579,            0.033984,            0.003763,            0.003763,            0.003763
                  65,             0.03809,            0.043809,            0.011675,             0.34186,             0.44459,               0.346,             0.24446,            0.048999,            0.099394,            0.033081,            0.003664,            0.003664,            0.003664
                  66,            0.037983,            0.043782,            0.011458,             0.35101,             0.43441,             0.33915,             0.23571,            0.050579,             0.09632,             0.03415,            0.003565,            0.003565,            0.003565
                  67,            0.038283,            0.046465,            0.012031,              0.3532,             0.44326,             0.36042,             0.25085,            0.048337,            0.094885,            0.034713,            0.003466,            0.003466,            0.003466
                  68,            0.037211,            0.041886,            0.010983,             0.37431,             0.43745,             0.35675,             0.25687,            0.049127,             0.10146,            0.033429,            0.003367,            0.003367,            0.003367
                  69,            0.037402,            0.041918,            0.011231,             0.38133,              0.4268,              0.3626,             0.25651,            0.050741,              0.1034,            0.033587,            0.003268,            0.003268,            0.003268
                  70,            0.036628,            0.041355,            0.010574,             0.36876,             0.44882,             0.36472,              0.2569,            0.048407,            0.093127,             0.03158,            0.003169,            0.003169,            0.003169
                  71,            0.037294,             0.04186,            0.011562,              0.3875,             0.44972,             0.36585,             0.24808,            0.049764,            0.099364,            0.033035,             0.00307,             0.00307,             0.00307
                  72,            0.037438,            0.043904,            0.010844,             0.38927,             0.43815,              0.3568,             0.25289,            0.048716,             0.10182,            0.035096,            0.002971,            0.002971,            0.002971
                  73,            0.037004,            0.043336,            0.010707,             0.44581,             0.40834,             0.35975,             0.26337,            0.049123,             0.10179,            0.033057,            0.002872,            0.002872,            0.002872
                  74,            0.037232,            0.044595,            0.010207,             0.37396,             0.43657,             0.34935,             0.24829,            0.051013,              0.1049,            0.038405,            0.002773,            0.002773,            0.002773
                  75,            0.036266,            0.042586,            0.010085,             0.36379,             0.44137,             0.36047,             0.25798,            0.050772,             0.10432,            0.036587,            0.002674,            0.002674,            0.002674
                  76,            0.036113,             0.04311,            0.010213,             0.48261,             0.39434,             0.36805,             0.25795,             0.04913,             0.10536,            0.036899,            0.002575,            0.002575,            0.002575
                  77,            0.036222,            0.041651,            0.010175,             0.38686,             0.44164,             0.36629,             0.26348,            0.049225,             0.10626,            0.038242,            0.002476,            0.002476,            0.002476
                  78,            0.036271,            0.042836,           0.0098919,             0.38642,             0.45706,             0.35568,             0.25504,            0.049167,             0.10711,            0.035457,            0.002377,            0.002377,            0.002377
                  79,            0.036208,            0.040527,            0.010018,              0.3829,             0.42631,             0.34095,             0.24683,            0.049395,              0.1102,            0.036102,            0.002278,            0.002278,            0.002278
                  80,            0.035733,            0.042092,           0.0096193,             0.36921,             0.44654,              0.3583,             0.25443,            0.050134,              0.1036,            0.037424,            0.002179,            0.002179,            0.002179
                  81,            0.034741,            0.041659,           0.0093771,              0.4076,             0.40742,             0.35336,             0.25495,            0.049293,             0.10652,            0.036205,             0.00208,             0.00208,             0.00208
                  82,            0.035134,            0.043406,           0.0091203,             0.37925,             0.43676,             0.35136,             0.25028,            0.048188,             0.10442,            0.033022,            0.001981,            0.001981,            0.001981
                  83,            0.035518,            0.042332,           0.0092437,              0.3848,              0.4396,             0.35606,             0.26423,            0.049961,             0.10984,            0.036522,            0.001882,            0.001882,            0.001882
                  84,            0.034582,            0.042665,           0.0089057,              0.3791,             0.45024,             0.35112,             0.25282,            0.048495,             0.10827,             0.03431,            0.001783,            0.001783,            0.001783
                  85,            0.034701,            0.042849,           0.0086431,             0.38995,             0.41682,             0.35576,             0.25836,            0.049033,             0.10904,             0.03517,            0.001684,            0.001684,            0.001684
                  86,            0.034666,            0.042888,           0.0090142,             0.40302,             0.38865,               0.354,             0.26008,            0.047796,             0.10506,            0.029768,            0.001585,            0.001585,            0.001585
                  87,            0.034646,            0.041437,           0.0088208,             0.38333,             0.43774,             0.35818,             0.26067,            0.048523,             0.10678,            0.033251,            0.001486,            0.001486,            0.001486
                  88,            0.034953,            0.043021,           0.0088564,             0.38463,             0.43462,             0.35936,             0.26592,            0.049497,             0.10965,            0.035646,            0.001387,            0.001387,            0.001387
                  89,            0.034111,            0.040176,           0.0081669,             0.39941,             0.41282,             0.35676,             0.25979,            0.049715,             0.11237,            0.035318,            0.001288,            0.001288,            0.001288
                  90,            0.035255,             0.04256,           0.0090032,             0.38866,             0.43083,             0.35268,             0.26087,            0.049174,             0.10935,            0.035699,            0.001189,            0.001189,            0.001189
                  91,            0.033635,            0.040932,           0.0083099,               0.382,             0.42614,             0.36841,             0.27913,            0.048308,             0.10489,            0.032475,             0.00109,             0.00109,             0.00109
                  92,            0.034113,            0.040511,           0.0084772,             0.39374,             0.42995,             0.35402,             0.26064,            0.049453,             0.11019,            0.033698,            0.000991,            0.000991,            0.000991
                  93,            0.033776,            0.043075,           0.0082661,             0.39017,             0.43388,             0.35032,             0.26277,            0.050475,             0.11467,            0.036158,            0.000892,            0.000892,            0.000892
                  94,            0.033042,            0.041378,           0.0079024,             0.40958,             0.43879,             0.35977,             0.26677,            0.050084,             0.11179,            0.035683,            0.000793,            0.000793,            0.000793
                  95,            0.032901,            0.039463,           0.0075358,             0.41294,             0.42875,             0.36516,             0.27363,            0.049794,             0.11136,             0.03504,            0.000694,            0.000694,            0.000694
                  96,            0.032778,            0.038819,           0.0080953,             0.39423,             0.43222,             0.36223,             0.27264,             0.04964,             0.11115,            0.034618,            0.000595,            0.000595,            0.000595
                  97,            0.033346,            0.038718,           0.0081076,             0.39281,             0.43101,             0.35566,             0.26915,            0.049985,             0.11219,            0.034938,            0.000496,            0.000496,            0.000496
                  98,            0.034232,            0.041208,           0.0080809,               0.367,             0.44882,             0.36101,             0.27423,            0.049594,             0.11207,            0.034418,            0.000397,            0.000397,            0.000397
                  99,            0.033274,            0.041977,           0.0077936,             0.38677,             0.42503,             0.35814,             0.27558,            0.048764,             0.11027,            0.032596,            0.000298,            0.000298,            0.000298
