               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,              0.0336,            0.039414,            0.008458,              0.2937,             0.36713,             0.28456,             0.21751,            0.040476,              0.0476,             0.02357,            0.002971,            0.002971,            0.002971
                  73,            0.033724,            0.040404,           0.0082337,             0.24559,              0.4409,             0.28518,             0.21533,            0.040508,              0.0498,            0.021968,            0.002872,            0.002872,            0.002872
                  74,            0.032892,            0.038242,           0.0078954,             0.26331,             0.44012,             0.28929,             0.22169,            0.039306,            0.047894,            0.022128,            0.002773,            0.002773,            0.002773
                  75,            0.032636,            0.036886,           0.0076742,             0.30332,               0.383,             0.30032,             0.23017,            0.039665,            0.046553,             0.02289,            0.002674,            0.002674,            0.002674
                  76,            0.033182,            0.039593,           0.0082641,             0.30817,             0.39128,             0.29697,             0.22967,            0.039413,             0.04667,            0.022778,            0.002575,            0.002575,            0.002575
                  77,            0.033316,            0.039583,           0.0077727,             0.32938,             0.35737,             0.30614,             0.23172,            0.039668,            0.047644,            0.023761,            0.002476,            0.002476,            0.002476
                  78,            0.032938,            0.039202,           0.0077041,             0.30232,             0.38532,             0.28563,             0.21655,            0.040275,            0.047494,            0.023986,            0.002377,            0.002377,            0.002377
                  79,            0.031512,            0.036056,           0.0073953,             0.28597,             0.42346,              0.2921,             0.22474,             0.04009,            0.048586,            0.023412,            0.002278,            0.002278,            0.002278
                  80,            0.032694,            0.038201,           0.0076672,              0.2722,              0.4033,              0.2803,             0.21761,            0.039766,            0.048393,            0.023235,            0.002179,            0.002179,            0.002179
                  81,            0.032045,            0.039133,           0.0070887,             0.27019,             0.38429,             0.28555,             0.22229,            0.039101,            0.048134,            0.023585,             0.00208,             0.00208,             0.00208
                  82,            0.032245,            0.038555,           0.0075269,              0.3513,             0.37746,             0.28362,             0.21824,            0.040409,            0.049364,            0.023883,            0.001981,            0.001981,            0.001981
                  83,            0.031452,            0.036581,           0.0070739,             0.36019,             0.34022,             0.30264,             0.23259,            0.038949,            0.046525,            0.022989,            0.001882,            0.001882,            0.001882
                  84,            0.031836,            0.035603,           0.0073633,             0.29768,             0.34649,             0.28325,             0.21678,            0.040014,            0.050542,            0.024552,            0.001783,            0.001783,            0.001783
                  85,            0.031939,            0.036557,           0.0070567,             0.28738,             0.38258,              0.2776,             0.21579,            0.039497,            0.050024,            0.024118,            0.001684,            0.001684,            0.001684
                  86,            0.030043,            0.034667,           0.0066109,             0.33468,             0.32815,             0.27931,             0.21322,            0.039592,            0.051039,            0.024063,            0.001585,            0.001585,            0.001585
                  87,            0.032359,            0.037427,           0.0072804,             0.27063,             0.40904,             0.28218,             0.22049,            0.039442,            0.049887,            0.024614,            0.001486,            0.001486,            0.001486
                  88,            0.031365,            0.036415,           0.0067312,             0.35414,             0.30686,              0.2832,             0.22294,            0.039476,            0.051512,            0.024751,            0.001387,            0.001387,            0.001387
                  89,            0.030641,            0.035191,           0.0063969,              0.2967,             0.33711,             0.28033,              0.2202,            0.039118,            0.050009,            0.023794,            0.001288,            0.001288,            0.001288
                  90,            0.030416,            0.034472,           0.0062694,              0.3142,             0.35174,             0.28638,             0.22131,            0.039983,            0.051155,            0.024606,            0.001189,            0.001189,            0.001189
                  91,            0.030917,            0.036014,           0.0063032,             0.34146,             0.32874,             0.28556,             0.22117,            0.038863,            0.049369,            0.023505,             0.00109,             0.00109,             0.00109
                  92,            0.030624,            0.035319,           0.0065037,             0.34433,             0.35242,             0.29872,             0.22918,            0.038868,            0.049496,            0.024173,            0.000991,            0.000991,            0.000991
                  93,            0.030499,            0.036516,           0.0064256,             0.26332,             0.40122,             0.28406,             0.22206,            0.039449,            0.050841,            0.024544,            0.000892,            0.000892,            0.000892
                  94,            0.029741,             0.03445,           0.0058983,              0.2821,             0.40691,             0.28547,             0.22381,            0.039686,             0.05131,            0.024613,            0.000793,            0.000793,            0.000793
                  95,            0.029988,            0.037171,           0.0063699,             0.34869,             0.34927,              0.2916,             0.22633,             0.03967,             0.05127,            0.024193,            0.000694,            0.000694,            0.000694
                  96,            0.029873,            0.035679,           0.0061148,             0.31289,             0.37411,             0.29146,             0.22616,            0.039871,            0.050412,            0.024821,            0.000595,            0.000595,            0.000595
                  97,            0.030012,            0.035591,           0.0062448,             0.37861,              0.3283,             0.29892,             0.23261,            0.039775,            0.050283,            0.024509,            0.000496,            0.000496,            0.000496
                  98,            0.029629,            0.034295,           0.0062179,              0.3296,             0.35573,             0.29532,             0.22901,            0.039613,            0.051517,            0.024981,            0.000397,            0.000397,            0.000397
                  99,            0.029761,            0.033384,           0.0060125,             0.32692,             0.36969,             0.29064,             0.22582,            0.039659,            0.051326,            0.024558,            0.000298,            0.000298,            0.000298
